PLAYER,TEAM,CLUSTER,PC1,PC2,PC3,PC4,PC5
Fred VanVleet,TOR,6,-1.3849993952405366,1.5503639221905015,0.3883256067326599,0.6335528200176018,-2.060805555289916
Malik Beasley,MIN,3,-0.40399754704094093,0.41032137392119467,-2.2007334386551376,-0.776487808352022,-0.715733746964804
Tobias Harris,PHI,6,0.10533361346132368,1.4428083154066844,-0.44911436555164147,0.3504617642950288,0.5024023620027689
Anthony Edwards,MIN,3,-0.4239400870505525,0.9344149159762861,-0.6302762348298494,-1.7591869330191094,-0.3384975121052632
Kemba Walker,OKC,6,-1.3904052428539895,1.1300136363745368,0.5286274803463094,0.09703621445545235,-0.0426793735203422
Ja Morant,MEM,8,-0.7601276240852485,1.7257495368543923,1.3336942501453126,-1.3983816969550784,-0.8961519282182173
Michael Porter Jr.,DEN,3,0.7235057685206372,0.4714321019504472,-2.32938189995213,0.13752898105555372,-0.4108216591953678
D'Angelo Russell,MIN,8,-0.955015038675617,1.158846790408176,-0.17437865502365246,-1.1061157396076728,0.7059224870363277
Bam Adebayo,MIA,2,1.9484190125689744,1.9835766200667064,0.4374755077324111,1.6201216105849774,0.7983370561027229
Norman Powell,POR,3,-0.6109595675011936,0.5538205663132262,-1.4710901871873678,-0.7830489013325,-0.8686213022447024
Andrew Wiggins,GSW,6,-0.008311793953863897,0.87659135110871,-0.9812227729316081,-0.41633947013242917,-0.7088367799249177
Jordan Clarkson,UTA,3,-0.7367300788133159,0.9519641239077364,-0.8639919283239484,-1.0750699742268637,0.10652626543035905
Eric Gordon,HOU,6,-1.0831244524829284,0.3970395005599533,-0.37868344049212405,-0.3485862396950303,0.21463460250655128
Jrue Holiday,MIL,6,-0.6383138644910263,1.3857972972492247,0.7409834258727799,0.03447865146893514,-1.0054070226407117
John Collins,ATL,3,1.5757135739038672,0.7811958324984636,-1.5461346711227704,0.24217357835686323,-0.08199269610321276
RJ Barrett,NYK,6,-0.24824016624198858,0.8656292374743965,-0.8399941644194427,-0.6354674851032661,-1.0138201257690536
Darius Garland,CLE,6,-1.3411337600477573,1.2132307425116133,0.6639879144585065,-0.49223925774724897,-1.21094798152175
Kyle Lowry,TOR,6,-1.0597899172090286,1.411871325315673,0.662228854759435,1.0802270287440177,-1.5063896294385584
Dillon Brooks,MEM,6,-0.5109237195975322,0.5063055315890476,-0.8383464711343014,-0.30755457841990963,-0.85086419449715
Evan Fournier,BOS,3,-0.5907857047703517,0.6826305406897403,-1.387940547141121,-1.0910506411974195,-0.5426633015682117
Jonas Valanciunas,MEM,2,2.6296684882704304,1.2710197320399583,-0.3181976386670674,0.955859502741489,1.2426387842905395
Bojan Bogdanovic,UTA,3,-0.3589474092537539,0.6675674467708872,-1.9164406994832743,-0.21302847176075362,0.013838658193844494
Tim Hardaway Jr.,DAL,3,-0.35655014877431035,0.25472185177453077,-2.2771355379155414,-1.032820984347218,0.24682392031883818
Kevin Porter Jr.,HOU,8,-0.8586929782104123,1.065096980210983,0.7815131582139938,-1.735848456976233,-0.6698588429553813
Buddy Hield,SAC,7,-0.949887480280067,0.5025573891223046,-1.4427656233052328,0.7714807603411656,-1.0562458913386898
Chris Paul,PHX,8,-1.4815506992774767,2.0166602025009728,1.6119483058452735,0.3893635830710062,0.7210449063425468
Bogdan Bogdanovic,ATL,7,-0.8638135504751326,0.6175383056780703,-1.1957672802845194,0.9394191057897874,-1.1314482162840838
Mike Conley,UTA,6,-1.4160496929876585,1.394496564427756,0.37778362111838787,0.45647606771739885,-1.072707009865063
Harrison Barnes,SAC,6,0.2817654978605542,0.9643212879456389,-0.6349521019038997,0.2560785995305136,-0.27788083347909176
OG Anunoby,TOR,7,0.1256004653591801,0.4611180837933402,-0.9953551545349814,0.9446734644052349,-1.2185578201957985
LaMelo Ball,CHA,6,-0.8038226990494515,1.1272190147386423,0.9499009854156465,-0.5756327788541855,-0.848547143819913
Dejounte Murray,SAS,6,-0.6897089546384105,1.161262471010533,0.8652261130166943,-0.303964740766995,-0.7769876455564603
Terrence Ross,ORL,4,-0.5631620640721074,0.3562249692511472,-0.9410716060715228,-0.7432895534979765,0.797767517917304
Kelly Oubre Jr.,GSW,1,0.443845852606679,0.1262260726314466,-1.2438118459104412,-0.9587818986843315,-1.0512610504353785
Dennis Schroder,LAL,6,-1.1739470931508187,1.240463148639087,1.170817602684377,0.013139965951859407,-1.5201982090173394
Derrick White,SAS,7,-0.7634475462503103,0.5536593085181846,-0.45098524222958164,0.3249572658783917,-1.4444712077776507
Gary Trent Jr.,TOR,3,-0.8319658297707448,0.007907502004715447,-1.5726729444254177,-0.5895998164589983,0.4165185432158758
Clint Capela,ATL,1,2.8484796468678515,0.5436049745968486,1.0286416903270714,0.025635829164431745,-1.574327209627438
Tyler Herro,MIA,6,-0.7445670932580228,0.5774529438753779,-0.3739127885468685,-0.6357802708616112,-0.46214818731698615
Coby White,CHI,6,-1.1167096864155888,0.8134294302635654,0.05936022178024733,0.3246445810410202,-0.8177207544528657
De'Andre Hunter,ATL,3,0.2414776393785779,0.6282314140406745,-1.5070474372970675,-1.1310438585955727,-0.15179300157359038
Andre Drummond,LAL,2,2.5890050708171883,1.10120673878155,1.6956276393608103,0.6486670069297157,1.0663408437956297
Devonte' Graham,CHA,7,-1.4990690764584809,0.5843601501471439,-0.26802933776481463,1.2096318647359516,-0.7636442020017509
Derrick Rose,NYK,8,-1.0419480938463583,0.8943716140682874,0.883432928604383,-0.31505132481559506,0.7000566434617316
Lonzo Ball,NOP,7,-0.847935269383851,0.599760119284534,-0.480543880147414,0.9242319661285933,-1.4714881076936919
Kendrick Nunn,MIA,6,-0.75015385897053,0.2754674036714571,-1.0051746742530108,-0.09285850163324957,-0.9403821552245719
Deandre Ayton,PHX,2,2.522010999003321,0.9002832694195829,0.1134836524477928,1.107033180136315,0.29521268850624954
Jaren Jackson Jr.,MEM,3,1.311595330593026,0.16614156881993256,-0.938331232964964,-1.1154753298303823,0.037320149875248794
Thomas Bryant,WAS,1,1.3049971090552177,0.03129904320918343,-0.740391005286121,0.25103831615549577,-1.5675879786791795
Rudy Gobert,UTA,1,3.1124283213836246,0.8749100132915173,0.5846729639914713,0.043323183280454335,-2.1216246797442806
Ben Simmons,PHI,8,0.23011226633760343,1.4713005243718442,1.7013478141481175,0.7501791282285006,-0.6852482190648903
Richaun Holmes,SAC,2,2.4329844174974697,0.8354628558285438,-0.4655678871176827,0.18033538213819547,-0.8898299720499069
Al Horford,BOS,5,0.6318814334985858,0.48957803348244955,-0.26712179336473385,1.9619730134576436,1.018022024098344
Marvin Bagley III,SAC,3,1.320640940500923,0.04375394674397493,-0.8993149323521926,-1.039848464262933,0.7965393822818133
Joe Harris,BKN,7,-0.40179121596365636,0.01611566993641587,-2.485581008046126,0.6999975654287082,-1.8647069456893874
Luguentz Dort,OKC,6,-0.7081916783777571,0.05911960875843529,-0.36642393329887835,0.061377895000442155,-0.7623962576522538
Rui Hachimura,WAS,3,0.6909830511510752,0.4120667603163901,-0.9852877424963722,-0.24522425256114527,-0.03193264797513261
Darius Bazley,OKC,3,0.11778518659862414,0.2015708772435315,-0.3610546680842238,-1.3404547708667929,-0.31303160754078885
Chris Boucher,TOR,3,1.3651700247311405,0.04491318787733754,-1.4463815163878115,-0.6238436374203048,-0.4797612375822643
Lauri Markkanen,CHI,3,0.4859372282481422,-0.07125535093127197,-1.9819953385365265,0.01126975417335906,0.2603025000135212
Doug McDermott,IND,3,0.2651511875820952,-0.2557495244552181,-2.2148866145668173,-1.6537866768365745,-0.5471238246102407
LaMarcus Aldridge,BKN,5,0.8787476795235885,0.38165679125202745,-1.3028804850581368,1.1139230466507242,2.4537270775389435
Kelly Olynyk,HOU,7,0.6089287274847022,0.4517006973139511,-0.7533755231641107,0.8092323220971176,-0.7937864797626243
Montrezl Harrell,LAL,2,2.063242928676727,0.4964002859181746,0.3267532469137567,-0.4123630548084878,0.7573780401641861
Mikal Bridges,PHX,7,-0.01020000009574832,0.13655412225924576,-1.6346865203066983,0.42008748458677264,-1.7618675843774365
Goran Dragic,MIA,6,-0.8368346854366248,0.627274934880461,0.35746800572364995,0.35343713182423714,-0.12222509076224994
Marcus Morris Sr.,LAC,5,0.11385312245708985,0.17561094065512475,-1.772994556596745,0.8591783872260931,1.4083891882420911
Carmelo Anthony,POR,5,-5.3272717793980986e-05,0.3354390451027331,-1.1064749093839361,0.08939355944484227,3.1442861947663543
Josh Jackson,DET,6,-0.14122666019855498,0.169680937643297,-0.04428975440532112,-0.6029228987031865,-0.13182015810808526
Danilo Gallinari,ATL,5,0.3910644599514243,0.30439224433185097,-1.9547980102331017,-0.48553193656428684,2.061199986613354
Duncan Robinson,MIA,7,-0.8324259450439886,-0.15354940616770824,-2.4120939276126876,1.3429967252348778,-1.8644298680238796
Marcus Smart,BOS,6,-0.544224692309706,0.881490588252363,0.6574783433721558,0.973187313674793,-0.9924361540275399
Tyrese Haliburton,SAC,9,-1.3957889383459552,0.5624117383302105,0.7304973366341664,0.6415835902672922,-0.5521204504392605
Shake Milton,PHI,6,-0.8698663063710488,0.37371605801301283,0.28288479013332996,-0.7742119719287447,-0.2309528694113203
P.J. Washington,CHA,7,0.8764281887217393,0.5257502518577094,-0.5189413677906247,1.3618194884590435,-0.9945853590873375
Cole Anthony,ORL,8,-0.5436052026071696,0.61677441838653,0.8650260531209332,-2.0383898713416477,0.4525288661963908
Kyle Kuzma,LAL,5,0.015283611762205628,-0.04540443169255264,-0.8963732278950827,0.4009493530802437,-0.6996553247095935
Jarrett Allen,CLE,2,2.5687679425719168,0.5164890177424772,0.5497275544386103,0.22266903736057253,-0.5704342130210146
Keldon Johnson,SAS,3,0.23949069846270182,0.006907478942677214,-0.7061229832779558,-1.3318719391677079,-0.497120695963289
Miles Bridges,CHA,7,0.36258855924102856,0.26261070545666765,-0.7569549875737119,0.37528942750768307,-1.0445551998759395
Alec Burks,NYK,4,-0.59998632004112,0.3258545580434403,-0.5180112256825578,-0.18873918887321103,0.9397542473895154
Will Barton,DEN,6,-0.35747902397064407,0.39466599257376617,-0.355308073904619,-0.0197200980530291,-0.5089162360186775
Jalen Brunson,DAL,6,-0.921351610996357,0.437730790939229,0.42952040728970536,-0.11610427903895944,0.39978042445407913
Myles Turner,IND,1,1.5146646885144268,0.24898811269202661,-1.5343977337477468,-0.3287837947780864,-1.6946841768141017
Seth Curry,PHI,5,-1.1741867224052982,0.1912066584812757,-0.9298157625747402,1.087983969533826,0.5585005717167916
Kyle Anderson,MEM,6,-0.1848501621845519,0.42479854056647703,-0.07822304614635947,0.04197270654940102,-0.292774504709535
Aaron Gordon,DEN,6,0.45866813371951815,0.6107473922034127,0.255407479901619,0.3652527508175055,0.5006596261853977
Brook Lopez,MIL,3,1.2291041202361077,0.033984154534199194,-1.785481881983067,-0.3386349916971399,0.0968036469126806
Saddiq Bey,DET,3,-0.2182340642664009,-0.172209806034864,-1.8874072946124372,-0.15811306462282118,0.3727259255054147
Eric Bledsoe,NOP,6,-1.0765476548958735,0.27536443187253556,-0.02229869327873929,-0.0009244167861714238,-0.781254807713262
Kevin Love,CLE,5,0.3794230740711854,0.18832840975102091,-0.6717073053117987,1.608379125027383,1.8068033602289202
Josh Richardson,DAL,6,-0.7134183428234051,0.22989652712469405,-0.06139057868664847,0.11708304813642705,-0.549915352890151
Thaddeus Young,CHI,2,1.3708034137522584,0.8154678922376477,1.4991982151952097,1.8957373513305864,0.23138099724082672
Joe Ingles,UTA,7,-1.3837304891027449,0.5886782760945682,0.19959479639330346,2.1837476105465936,-0.7957551476884901
Jordan Poole,GSW,3,-0.7937165976014251,-0.20763366843670353,-1.1775191977068702,-0.9055717201839314,0.24537541014061595
Kevin Huerter,ATL,7,-0.7579017787874169,0.21942837554959,-0.5666311576398178,0.45933682168804935,-1.050514736919342
Malik Monk,CHA,4,-0.7777888282845743,-0.23502691070710136,-0.6211833996316166,-0.491427286015495,1.0254156591180215
Hamidou Diallo,DET,3,0.23048754335428887,-0.04443224137374453,-0.10338509005260967,-1.999543864090302,-0.010006764022653476
Davis Bertans,WAS,5,-0.5897456839695604,-0.7543216455881883,-2.185433010535481,1.1056204854584104,-0.6578165492183028
James Wiseman,GSW,3,1.4499769030642464,-0.2666250173235933,-0.511332035430099,-0.9858009999309455,0.1776297658618475
Jusuf Nurkic,POR,2,1.8815642272714186,0.7422814427969731,0.5681979875887304,1.021529107643557,0.3207139120243193
Bobby Portis,MIL,3,0.9761729584068948,-0.04527556807508589,-0.8825925123819222,0.173330031567414,0.39677423948184437
Immanuel Quickley,NYK,6,-1.1759236660029657,-0.012475004965924328,0.12506805606982904,-0.445580668296494,0.49086881263405524
Rudy Gay,SAS,5,-0.028691156521047517,-0.06518902693987713,-0.7613320649834915,0.3809830360814408,1.5119547182680448
Lou Williams,ATL,8,-1.0326156778806295,0.38208136177181073,0.753318835561967,-0.8258522622997789,1.284992029664284
Jae'Sean Tate,HOU,1,0.5497502450387745,0.20868634721015866,0.10517359739467667,-0.10886306716679052,-1.5571838670311382
Cam Reddish,ATL,3,-0.13281158388017972,-0.1931361282476396,-0.96231742730427,-1.7097877747827563,-0.6012606903595128
Wendell Carter Jr.,ORL,2,2.103740879787623,0.49427163171375804,0.392408440768886,0.42415913743795775,0.11662975586440776
Naz Reid,MIN,3,1.3914508142232391,-0.24559819675002914,-0.6815608274258425,-0.9382467014032472,0.017711325499779988
Enes Freedom,POR,2,2.231688561679409,0.22608650879864933,0.47629884206747314,-0.6147699410322237,-0.003582375827934684
Armoni Brooks,HOU,5,-0.7924987017776465,-0.6149063468530276,-0.9099139060425885,1.0713139370796267,0.46950796124855854
Lonnie Walker IV,SAS,4,-0.8882871853993758,-0.3462096866863102,-0.5438695373131851,-0.006139299290008878,0.5537655493703539
Serge Ibaka,LAC,5,1.30244227817537,0.07736956844368133,-0.32840309196394846,1.2414903979452934,0.5708369471522728
Nickeil Alexander-Walker,NOP,6,-0.7470908641617238,-0.15755472364106096,-0.1863062104954226,-0.534616803302032,-0.4248837876751363
Jeff Green,BKN,3,0.2526812996232921,-0.07265332953822515,-1.442229943069026,0.0015114375782052456,0.42007566560071663
Blake Griffin,BKN,5,0.41003940275029266,0.416591282628107,-0.08592859588409005,0.9830018741223668,1.4101569878340285
Dwayne Bacon,ORL,3,-0.48690778727376677,-0.07758003119695234,-0.199091453554766,-1.7615102425563092,0.4639245834044413
Reggie Bullock,NYK,5,-0.8526252745380216,-0.3780385612194081,-1.8853949596985635,1.4768615392241817,-0.5051274330385567
Oshae Brissett,IND,1,0.5116416946911266,-0.3545459028565865,-1.5876973306571636,-0.5824381831016239,-1.2580357294407003
Patty Mills,SAS,5,-1.4161178280445437,-0.22472937669707635,-0.6699611965452897,0.8741715116301104,0.570916361859341
Ty Jerome,OKC,9,-0.9941475331564933,0.06137901173070674,0.307602256250328,0.2334746895627679,1.1002864203582867
Reggie Jackson,LAC,9,-0.843675071879293,0.019453656167616018,0.1635677031936863,0.9621352969266813,0.24556248615119575
Grayson Allen,MEM,5,-1.0242433579268249,-0.3857629582017279,-0.5503987344570713,0.8892011530785159,-0.04651199424390193
Justin Holiday,IND,7,-0.5846937536875694,-0.3500561776577325,-1.2595777717703018,1.3282114766134048,-1.2891882256933798
Donte DiVincenzo,MIL,7,-0.5222778446014578,-0.010065264639206001,-0.06437191641505234,1.0515905640941687,-1.1760064928105096
Cedi Osman,CLE,5,-0.6430302387782441,-0.18677228096780626,-0.024301984359542034,0.03193074192558365,-0.3927440020076655
Mason Plumlee,DET,1,1.7707883206121986,0.608234846900613,2.004447301365893,0.877839935561036,-0.9502549108633352
Brandon Clarke,MEM,1,0.9651550532248582,-0.22818292242048924,0.0382721479482531,-0.1449131176587436,-0.8668388332512864
Delon Wright,SAC,9,-0.9314435204913503,0.4915738885255364,1.197764170326892,0.06843832340593688,-1.2702262177393955
Monte Morris,DEN,6,-1.0691312586684159,0.11629900135093336,0.3911629407806883,0.43151784059555476,-0.150042774359974
Elfrid Payton,NYK,9,-0.5274599632457413,0.023229069100374686,1.3910785977494016,-0.5168419784653856,0.06955450964784651
Theo Maledon,OKC,9,-1.2417077031168435,0.030972716876020857,1.2987358726589995,0.48066546950774774,-0.1157773267569331
Jeremy Lamb,IND,3,-0.2983914284142855,-0.07296991623971726,-0.6864575505857197,-0.9302098513992126,0.20758751620911534
Jae Crowder,PHX,7,-0.2966864771586055,-0.2849771916100338,-1.0291475434124693,2.1416551230347367,-0.5877252204540262
Bryn Forbes,MIL,5,-0.8611694121861007,-0.8443158121237466,-1.0235145666187084,1.303316126386967,1.1709226561226833
Gary Harris,ORL,5,-0.6412649213196372,-0.21222029401770937,0.23912214954543898,0.13183881777879017,-0.43778222315064397
Dorian Finney-Smith,DAL,7,-0.0957243853251873,-0.32168962053600464,-0.8126147980120696,1.7803351983920657,-1.7270629918338414
Frank Jackson,DET,4,-0.36700871154060094,-0.6504367646561635,-1.1062931611260032,-0.5403144565504283,0.6457874703946245
Kentavious Caldwell-Pope,LAL,7,-0.7444250566843768,-0.42571740254600754,-0.9135719335501107,1.1694129472395143,-1.215488952998935
Mike Muscala,OKC,5,0.32284666592193245,-0.6726659111440947,-1.6963403654682023,0.9658168690902205,0.04834816858410525
Otto Porter Jr.,ORL,4,-0.09524811301905813,-0.3584326306315726,-0.6914742838816331,-0.16923800233200834,0.5670660246023315
Daniel Theis,CHI,1,1.1100885035185368,-0.20318760716163253,-0.5668220622337695,0.36554969920863484,-0.7453952306842019
Isaac Okoro,CLE,6,-0.1471154281465378,-0.16866483631680892,-0.1643472200421732,-0.49661013365681606,-1.3372067405855683
Wayne Ellington,DET,5,-0.9659490199218922,-0.8041161650419988,-1.4538681655979817,0.8098201685580307,0.3019567560868368
Cameron Johnson,PHX,5,-0.46590670186743943,-0.6390639923237208,-1.193948182602185,1.1165124646837568,-0.759976410382088
Eric Paschall,GSW,4,0.4573670476511626,-0.26477810879322017,-0.24031734996236956,-0.9873756656660473,1.3960226112282612
Taurean Prince,CLE,4,-0.22062286659797653,-0.3327246855794408,-0.7750872817660802,-1.0039042666524027,0.9542939547118356
Danny Green,PHI,7,-0.5063181925449276,-0.4021954844486425,-1.1784460072163652,1.6991591093089662,-1.6732594298406154
Trevor Ariza,MIA,5,0.026005062778286916,-0.33000739880583246,-0.8983308199997203,0.7848872993964823,-0.6645613562703515
Cody Zeller,CHA,1,1.5536842566211422,-0.08056834077009314,0.87283177848865,-0.0679883295378801,-0.6736745740396393
Larry Nance Jr.,CLE,7,0.730687172719172,0.3574370105441967,0.6178414016204602,2.3568415112612398,-1.0806710917945541
Kenyon Martin Jr.,HOU,3,0.8561172317757062,-0.5389050279902117,-0.6149829877932713,-1.1716755243868564,-0.35239757236767905
Landry Shamet,BKN,5,-0.8313041149808351,-0.6198874105180936,-1.2613352932148667,0.22001878686755463,-0.5635047060067634
Josh Hart,NOP,5,-0.04414176580089507,-0.12904893263128728,-0.42528516524277027,0.4464380609256671,-0.6220710417746014
Patrick Williams,CHI,5,0.06829127439928909,-0.33649251155612214,-0.578342072580055,-0.5780302913568106,-0.5388347279943078
David Nwaba,HOU,3,0.292856663580379,-0.641008248761646,-0.45102162949401825,-1.5511039071926547,-0.5876739514091144
Desmond Bane,MEM,5,-0.5919018528144072,-0.5920720602188408,-1.2311594901042375,0.02608799316338466,-0.5111705010384561
Furkan Korkmaz,PHI,5,-0.764025807448842,-0.6178112827430875,-0.9835840813992079,0.2128339131334873,0.11318286941955918
De'Anthony Melton,MEM,7,-0.7083508397252589,-0.22437652507351713,0.2733148845235002,0.8008694165587978,-0.5602782668666496
Robin Lopez,WAS,1,1.697640054047471,-0.3066809367905186,-0.05291248568340951,-0.5587043883117866,0.4928088792229143
Ivica Zubac,LAC,2,2.215884537367638,0.14339120562294477,0.4454135303917658,0.1907657851236285,-0.3163604192058622
Jaylen Nowell,MIN,4,-0.5263801515385909,-0.5292602950659487,-0.4116411719406612,-1.295343721149581,1.0954668363901348
Talen Horton-Tucker,LAL,9,-0.6136051588988164,0.048404534049858866,1.0213694178764054,-0.8324462735279105,-0.09348941440511672
Paul Millsap,DEN,5,0.5287263451279685,-0.20728423555035794,-0.06419119139260054,0.6340760129251641,0.5344030196889213
DeMarcus Cousins,LAC,5,0.6258312327941573,-0.043106407692238786,0.0012938072276306148,1.0512167378205568,2.094726192755023
Michael Carter-Williams,ORL,9,-0.43845563584246844,0.04641580373498526,1.5552715078989932,-0.7309068907329974,-0.30600639829951687
Bruce Brown,BKN,1,0.6592683372649758,-0.3808908946963599,0.4714988136274654,-0.04492222855298184,-1.205613250842259
Danuel House Jr.,HOU,6,-0.3496116774464316,-0.40563209077428647,-0.41068288821446775,-0.6362624455568431,-0.9071527392109677
Dario Saric,PHX,5,0.8466217409135771,-0.19694960516187313,-0.39389762317881455,0.6919283684391012,0.626731294626096
Isaiah Roby,OKC,6,0.6399795370598966,-0.12415017603287587,0.49266036048281203,-0.6256246599477315,-0.5045622272794499
Terence Davis,SAC,5,-0.6348139831747182,-0.6992145215636781,-0.4548394836560389,0.04223717100940252,-0.14070965217052
Raul Neto,WAS,3,-0.5636966337663598,-0.11445092231724964,-0.5113384648598496,-1.3383101495556105,-0.353144469241561
George Hill,PHI,9,-0.7749057963320043,-0.2935306039261327,0.6607907841471277,0.5530858934144696,0.43665198326800186
T.J. McConnell,IND,9,-1.165865731553873,0.624192638400422,2.5234254359953847,0.9206948170968449,-1.635011036912318
Moses Brown,BOS,1,2.0446245291424616,-0.4735116353020814,0.6437314167365354,-2.5428574613064083,-0.09622470242146718
Jakob Poeltl,SAS,1,2.039227737314149,-0.0374396630406577,1.5741029345444009,0.7613906937284727,-2.310431530331555
Ricky Rubio,MIN,9,-1.2995007266196248,0.414172175099954,1.4291733180144572,0.6022438203716962,-0.8146033892182326
Robert Covington,POR,7,-0.07006375996153108,-0.2227458071350771,-0.6610334052987737,2.0165073470951533,-1.3648129231306076
Svi Mykhailiuk,OKC,5,-0.8700016176514396,-0.5858561755214761,-0.38156188617649933,0.05009526537676059,0.20399688653488812
Cameron Payne,PHX,9,-1.1496715071239954,-0.00536959829246906,0.8117607017921603,0.480073615013039,0.7654067305374225
