,Player,Team,FG%,3PM,3P%,FTM,FT%,STL,PF,TD3,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,TO Ratio,USG%,PACE,PIE,POSS,DEF RTG,%DREB,STL%,%BLK,OPPPTSOFFTOV,OPPPTSPAINT,DEFWS,%FGA2PT,%PTS2PT MR,%PTSFBPs,%PTSFT,%PTSOffTO,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,C&SFGM,C&SFG%,C&S3P%,DFGA,DFG%,ContestedDREB%,DeferredDREB Chances,AdjustedDREB Chance%,AVG DREBDistance,DriveFGM,DriveFG%,DriveFTM,DriveFT%,DrivePTS%,DrivePASS,DrivePASS%,DriveAST,DriveAST%,DriveTOV%,DrivePF%,ContestedOREB%,DeferredOREB Chances,AdjustedOREB Chance%,AVG OREBDistance,PaintTouches,PaintTouch FGM,PaintTouch FTM,PaintTouch FT%,PaintTouch PTS%,PaintTouch PASS%,PaintTouch AST,PaintTouch AST%,PaintTouch TOV%,PaintTouch PF%,PassesMade,SecondaryAST,ASTToPass%,Pull UpFGM,Pull Up3PM,Pull Up3P%,AvgSpeedOff,AvgSpeedDef,Front CTTouches,AvgDribPerTouch,PTSPerTouch,PTSPerElbow Touch,PTSPerPost Touch,PostTouchFGM,PostTouchFTM,PostTouchFT%,PostTouchPASS%,PostTouchAST,PostTouchAST%,PostTouchTO,PostTouchTOV%,PostTouchPF%
35,Malcolm Brogdon,IND,45.3,2.6,38.8,2.7,86.4,0.9,2.0,0,-0.5,27.1,2.86,22.0,2.9,11.8,7.7,25.7,101.02,12.8,4056.0,111.1,17.5,15.5,6.3,10.9,37.3,0.095,61.8,12.1,13.5,12.9,12.6,66.2,33.8,38.3,61.7,1.4,44.4,44.4,2.9,78.7,16.1,0.4,70.4,7.5,3.1,49.7,1.0,82.4,51.8,6.2,43.0,1.4,9.5,5.7,4.2,53.4,0.1,39.7,9.3,1.4,0.5,0.1,83.3,75.3,22.2,0.0,2.5,2.5,2.5,61.9,0.8,9.5,2.9,1.2,34.5,4.77,3.65,37.0,4.41,0.246,0.714,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0
36,Christian Wood,HOU,51.4,1.9,37.4,3.0,63.1,0.8,2.1,0,-3.8,8.9,0.89,8.1,5.5,22.8,9.2,25.5,102.27,13.9,2829.0,112.6,33.3,16.9,35.6,12.5,32.6,0.076,67.8,4.9,7.7,14.5,13.6,87.0,13.0,72.9,27.1,1.6,35.1,36.9,6.2,57.4,29.2,0.9,72.0,4.7,1.2,44.4,0.6,59.1,68.7,0.8,17.6,0.2,3.8,8.2,12.1,73.7,0.1,44.7,6.2,6.6,3.3,1.0,74.1,118.5,14.4,0.1,1.1,4.1,9.6,40.0,0.3,4.3,0.9,0.3,41.2,4.16,3.7,35.6,1.0,0.344,0.711,0.59,0.6,0.4,66.7,28.2,0.1,4.3,0.1,5.1,10.3
37,John Wall,HOU,40.4,2.0,31.7,4.0,74.9,1.1,1.2,1,-5.7,36.5,1.95,22.3,1.2,8.4,11.4,31.6,101.42,11.4,2717.0,111.8,12.5,20.5,20.4,10.9,33.0,0.082,65.7,11.2,14.7,19.2,18.1,70.9,29.1,25.3,74.7,1.2,38.1,38.4,2.6,65.7,17.0,0.2,67.9,8.4,3.1,48.6,2.1,75.9,56.2,5.7,37.1,1.0,6.6,7.5,9.1,58.8,0.1,30.9,8.8,0.4,0.1,0.1,100.0,71.4,28.6,0.0,7.1,0.0,7.1,52.7,0.7,13.0,2.0,0.7,25.9,4.01,3.43,26.6,5.18,0.257,0.429,0.6,0.0,0.0,50.0,20.0,0.0,0.0,0.0,0.0,20.0
38,Terry Rozier,CHA,45.0,3.2,38.9,2.4,81.7,1.3,1.7,0,-2.0,19.3,2.29,18.0,1.9,10.5,7.9,23.8,99.64,11.3,4953.0,112.9,15.5,22.8,10.5,12.3,34.3,0.078,49.6,7.5,16.5,11.8,16.6,82.9,17.1,58.8,41.2,2.4,43.0,43.3,2.0,74.5,13.3,0.6,70.1,7.1,2.3,51.1,0.6,78.6,52.7,4.5,43.6,0.8,7.3,5.3,4.1,42.6,0.1,43.9,12.2,0.9,0.2,0.1,100.0,64.6,32.3,0.0,1.5,7.7,3.1,44.5,0.8,9.5,2.3,0.9,30.9,4.64,4.06,36.8,2.85,0.311,0.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,Khris Middleton,MIL,47.6,2.2,41.4,3.1,89.8,1.1,2.4,0,6.2,22.7,2.08,21.6,2.3,14.3,10.4,24.5,103.55,12.3,4887.0,110.5,19.3,19.9,4.2,10.9,29.9,0.099,66.0,21.2,9.2,15.3,11.2,64.9,35.1,42.7,57.3,1.4,43.1,43.1,2.0,68.9,16.8,0.4,71.8,6.7,1.7,51.1,0.6,84.8,52.1,3.3,41.9,1.0,12.9,8.0,4.3,46.3,0.1,38.6,11.2,1.7,0.7,0.2,81.3,90.4,23.5,0.1,3.5,6.1,7.0,41.5,0.5,13.1,3.5,1.1,41.2,4.72,3.77,32.2,2.86,0.322,0.667,0.659,0.5,0.1,100.0,31.7,0.1,4.8,0.1,6.3,3.2
40,Domantas Sabonis,IND,53.5,0.8,32.1,3.9,73.2,1.2,3.3,9,-1.9,28.3,1.95,24.9,6.6,25.9,12.8,23.9,102.1,15.4,4746.0,111.5,38.2,19.2,13.3,12.3,39.6,0.096,82.1,4.4,9.0,19.0,15.2,96.2,3.8,64.5,35.5,1.1,33.8,32.2,7.0,59.9,28.7,1.1,72.5,4.0,0.9,52.3,0.6,71.2,58.0,1.5,35.2,0.3,6.4,8.7,9.8,70.0,0.1,37.2,5.2,9.0,3.3,1.2,73.7,90.8,26.6,0.4,4.8,4.8,8.1,75.5,0.3,8.9,0.5,0.0,30.0,4.58,3.85,54.7,1.19,0.209,0.507,0.412,1.3,0.5,65.9,47.1,1.0,13.0,0.6,8.3,4.7
41,Caris LeVert,IND,44.1,1.8,32.6,3.1,81.1,1.4,2.2,0,-0.2,25.5,2.4,19.8,2.2,11.1,8.2,27.9,104.41,11.6,3231.0,112.1,17.3,26.0,16.1,11.0,38.2,0.08,68.3,9.7,15.2,15.4,17.2,56.0,44.0,41.8,58.2,0.8,34.0,33.0,2.9,70.1,19.9,0.6,70.7,8.3,3.7,47.3,1.4,77.1,64.1,4.5,31.2,1.2,8.3,5.3,6.2,39.4,0.2,34.7,10.6,1.2,0.3,0.3,100.0,70.2,31.6,0.1,7.0,8.8,12.3,39.6,0.6,13.2,3.2,1.1,32.5,4.75,3.67,33.1,3.69,0.321,0.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3
42,Kristaps Porzingis,DAL,47.6,2.3,37.6,2.7,85.5,0.5,2.7,0,0.7,8.1,1.33,7.9,6.2,21.9,5.9,25.9,98.93,13.5,2729.0,115.3,31.5,13.9,46.8,9.1,29.3,0.048,62.2,12.3,5.9,13.7,8.8,96.9,3.1,78.8,21.2,2.7,39.2,38.2,6.5,61.9,33.1,1.0,74.0,4.8,0.6,47.3,0.5,83.3,75.8,0.5,21.2,0.1,3.0,7.1,12.1,63.4,0.0,48.0,5.8,6.4,2.5,0.8,85.7,94.9,18.9,0.2,3.3,5.1,7.3,40.0,0.3,4.0,1.1,0.2,34.8,4.18,3.62,35.8,0.53,0.339,0.548,0.676,1.3,0.7,84.2,27.0,0.2,4.5,0.3,6.8,8.6
43,Victor Oladipo,MIA,40.8,2.4,32.6,3.2,75.4,1.4,2.5,0,-2.3,23.3,1.82,17.5,1.0,13.7,9.6,28.6,101.15,10.9,2267.0,108.8,20.3,24.6,13.1,9.5,31.4,0.119,58.5,6.7,13.2,15.9,16.9,65.4,34.6,45.5,54.5,1.4,37.3,37.5,3.2,61.5,16.2,0.6,68.8,7.6,2.8,46.7,1.3,73.3,56.1,4.2,33.7,0.9,7.3,7.1,7.3,41.7,0.1,23.5,11.5,0.8,0.3,0.0,0.0,85.2,33.3,0.1,7.4,7.4,0.0,37.7,0.9,12.1,2.0,1.0,28.3,4.64,3.91,32.1,3.42,0.323,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Gordon Hayward,CHA,47.3,1.9,41.5,3.5,84.3,1.2,1.7,0,0.7,18.9,1.99,17.9,2.4,14.3,9.0,23.5,100.83,12.4,3142.0,110.3,20.7,21.7,9.9,12.1,34.4,0.104,68.8,13.4,14.5,18.1,15.3,87.1,12.9,67.8,32.2,1.9,44.9,45.3,2.6,69.3,20.4,0.5,71.8,7.1,1.9,43.4,1.6,84.5,49.5,4.6,41.2,1.1,9.5,6.7,8.5,54.1,0.2,35.9,8.9,2.7,1.1,0.4,90.0,99.2,18.5,0.2,5.9,6.7,8.4,43.8,0.3,9.4,2.2,0.5,31.7,4.91,3.88,41.9,1.82,0.304,1.085,0.611,0.2,0.0,100.0,38.9,0.0,2.8,0.0,0.0,2.8
45,Fred VanVleet,TOR,38.9,3.3,36.6,3.3,88.5,1.7,2.3,0,3.3,26.4,3.45,23.8,1.6,10.1,6.9,23.7,99.17,11.5,3927.0,110.2,15.1,25.6,17.5,10.9,31.4,0.11,45.3,8.0,13.8,16.6,18.4,66.1,33.9,48.8,51.2,1.9,38.0,38.1,2.6,63.7,22.9,0.6,63.3,8.5,1.5,38.0,1.5,85.7,30.6,8.9,60.4,2.0,13.3,4.8,5.9,59.4,0.1,32.7,13.0,0.7,0.2,0.0,0.0,44.7,52.6,0.1,13.2,5.3,0.0,58.4,0.7,10.8,2.5,1.5,35.3,4.77,3.71,38.7,3.81,0.241,0.731,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
46,Malik Beasley,MIN,44.0,3.5,39.9,1.8,85.0,0.8,1.7,0,-7.2,11.4,1.47,11.3,2.1,11.2,7.7,23.5,102.1,10.1,2577.0,115.0,16.7,14.4,5.2,11.3,35.9,0.054,46.5,7.2,15.3,9.4,19.2,87.5,12.5,75.0,25.0,2.7,41.4,41.3,2.4,67.4,28.4,0.7,68.0,7.4,1.4,42.4,0.6,88.5,61.1,1.6,29.3,0.5,8.2,6.7,6.3,60.7,0.0,35.9,11.5,1.2,0.6,0.1,100.0,113.0,13.0,0.0,2.2,2.2,4.3,29.1,0.4,8.2,1.7,0.9,38.1,4.84,3.81,32.8,1.69,0.401,0.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Tobias Harris,PHI,51.2,1.3,39.4,2.9,89.2,0.9,1.9,0,7.2,17.5,2.06,16.5,3.2,17.0,8.0,23.7,100.42,14.5,4223.0,106.1,23.7,14.7,21.2,11.5,30.7,0.138,77.5,12.6,14.5,15.1,14.1,81.7,18.3,43.8,56.2,1.1,42.5,43.2,3.5,70.1,19.9,0.8,70.1,5.4,2.6,51.9,1.0,89.6,67.5,3.2,34.2,0.7,7.0,4.5,5.7,66.1,0.1,36.7,6.8,2.1,0.8,0.2,91.7,80.9,26.0,0.1,4.6,4.6,4.6,44.6,0.5,7.9,2.2,0.3,30.5,4.39,3.74,37.2,2.21,0.303,0.478,0.639,0.9,0.3,83.3,35.1,0.2,6.3,0.1,3.4,5.8
48,Anthony Edwards,MIN,41.7,2.4,32.9,2.9,77.6,1.1,1.8,0,-5.0,14.2,1.32,12.4,2.3,12.1,9.4,26.4,102.71,9.4,4961.0,115.6,17.8,19.5,14.6,11.3,34.1,0.048,57.1,4.5,11.1,15.1,15.5,63.2,36.8,47.3,52.7,1.1,33.2,33.5,2.4,66.5,13.7,0.5,71.0,6.8,2.5,46.3,1.5,77.1,64.1,3.0,28.8,0.8,7.4,7.6,9.7,52.5,0.1,44.4,9.3,1.4,0.6,0.1,75.0,92.9,27.6,0.0,3.1,3.1,4.1,32.0,0.4,9.2,1.7,1.1,32.9,4.37,3.7,31.8,3.11,0.357,0.964,0.667,0.1,0.0,0.0,26.7,0.0,0.0,0.0,20.0,0.0
49,Kemba Walker,OKC,42.0,3.0,36.0,3.1,89.9,1.1,1.4,0,3.1,23.3,2.41,20.5,1.2,11.3,8.5,25.6,99.45,12.3,2839.0,111.4,16.5,24.0,9.0,10.0,27.9,0.084,47.8,9.4,13.0,16.1,15.7,55.1,44.9,39.4,60.6,1.1,40.0,39.3,2.7,77.4,18.2,0.5,63.6,8.9,2.1,50.3,1.2,89.7,54.0,4.5,43.7,1.2,12.1,7.1,6.6,31.3,0.1,26.2,13.4,0.4,0.1,0.0,0.0,52.6,36.8,0.0,10.5,0.0,0.0,51.3,0.4,9.6,3.1,1.9,34.7,4.66,3.66,25.5,4.41,0.265,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Ja Morant,MEM,44.9,1.2,30.3,4.3,72.8,0.9,1.4,1,2.6,32.1,2.29,25.9,2.7,9.1,11.3,26.7,102.16,11.3,4366.0,112.1,12.9,15.6,6.5,11.0,33.0,0.082,74.8,4.0,15.0,22.5,16.5,60.3,39.7,34.7,65.3,0.5,28.9,29.0,2.3,75.7,22.3,0.6,67.7,7.2,3.5,45.1,2.3,74.9,51.6,7.2,39.1,2.2,12.0,7.4,8.3,45.8,0.1,41.0,8.3,1.7,0.8,0.1,80.0,98.2,23.6,0.2,9.1,6.4,3.6,48.7,1.3,15.1,1.5,0.6,30.2,4.6,3.77,26.5,4.9,0.264,0.373,0.32,0.0,0.0,100.0,60.0,0.1,16.0,0.0,4.0,4.0
51,Michael Porter Jr.,DEN,54.2,2.8,44.5,1.7,79.1,0.7,2.1,0,8.3,5.2,0.91,6.9,5.1,18.9,7.6,21.4,98.1,12.5,3924.0,111.9,26.4,12.4,28.1,9.9,29.6,0.08,53.2,9.8,16.4,9.1,15.8,91.8,8.2,79.2,20.8,2.5,46.0,46.5,3.8,60.6,27.4,0.9,72.2,5.0,0.6,57.6,0.3,80.0,68.1,0.7,31.9,0.1,4.3,10.1,7.2,68.1,0.0,42.7,6.2,3.9,1.8,0.5,73.7,107.6,13.9,0.0,0.8,5.9,8.0,24.8,0.2,4.6,1.3,0.5,36.5,4.32,3.96,25.0,1.09,0.46,0.748,0.559,0.1,0.1,100.0,23.5,0.0,0.0,0.0,5.9,5.9
52,D'Angelo Russell,MIN,43.1,2.9,38.7,2.7,76.5,1.1,1.6,0,-7.0,32.3,2.18,22.8,1.2,7.7,10.4,28.3,104.18,11.4,2591.0,116.8,11.8,23.1,13.2,11.0,30.3,0.033,52.5,13.8,11.7,14.3,13.6,59.2,40.8,41.6,58.4,1.5,39.0,39.1,2.4,76.5,13.7,0.4,62.9,8.4,1.6,47.2,1.0,80.8,62.9,2.2,31.8,0.6,8.4,5.6,9.1,12.5,0.0,34.8,15.4,0.9,0.3,0.1,83.3,87.2,25.6,0.1,7.7,7.7,5.1,46.3,0.6,12.6,3.0,1.3,37.6,4.48,3.58,31.4,3.71,0.277,0.704,0.8,0.1,0.2,80.0,25.0,0.0,5.0,0.1,15.0,25.0
53,Bam Adebayo,MIA,57.0,0.0,25.0,4.4,79.9,1.2,2.3,2,0.6,26.7,2.05,23.6,7.0,20.4,11.5,23.3,97.71,16.1,4361.0,109.6,29.2,21.4,38.2,11.6,29.1,0.108,99.0,12.0,6.3,23.6,15.0,100.0,0.0,65.8,34.2,0.7,46.5,100.0,3.9,59.4,33.4,0.8,69.6,5.5,0.9,50.4,0.6,82.0,75.0,0.8,22.8,0.1,3.6,11.2,11.2,64.8,0.1,41.0,6.7,8.1,3.4,1.0,88.6,97.5,24.2,0.3,3.9,3.9,5.6,44.6,0.3,12.1,1.1,0.0,0.0,4.23,3.78,40.4,1.55,0.29,0.48,0.364,0.8,0.4,80.0,54.0,0.8,14.9,0.4,6.3,4.1
54,Norman Powell,POR,47.7,2.5,41.1,3.4,87.1,1.2,2.3,0,1.8,8.9,1.08,10.1,1.8,7.9,9.3,22.1,101.07,9.6,4642.0,112.5,11.5,22.4,7.2,10.7,30.4,0.078,54.7,4.8,16.2,18.4,16.3,83.6,16.4,66.0,34.0,1.7,42.8,43.2,1.7,76.3,19.7,0.4,62.5,7.8,1.8,49.6,1.3,90.2,67.4,2.3,30.5,0.5,7.0,6.9,9.7,42.9,0.1,34.1,11.6,1.1,0.5,0.1,100.0,93.4,23.7,0.1,5.3,6.6,2.6,20.7,0.4,9.1,1.3,0.8,36.8,4.66,3.85,27.1,2.25,0.477,0.692,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Andrew Wiggins,GSW,47.7,2.0,38.0,2.4,71.4,0.9,2.2,0,-0.2,11.0,1.33,11.5,3.4,10.6,8.7,22.9,103.17,9.9,5085.0,109.1,15.3,16.9,31.4,12.2,31.9,0.112,65.2,11.5,12.3,12.9,15.8,82.9,17.1,57.6,42.4,1.5,38.7,38.5,4.0,64.9,22.3,0.8,64.3,6.8,1.8,51.2,1.1,72.1,62.2,2.9,36.1,0.6,7.0,6.7,9.6,64.6,0.1,43.9,7.8,2.4,1.0,0.2,72.7,97.1,22.2,0.1,3.5,4.7,6.4,28.5,0.6,8.3,1.8,0.5,39.1,4.56,3.81,33.1,2.2,0.388,0.515,0.615,0.5,0.1,66.7,36.1,0.1,6.6,0.0,2.5,4.9
56,Jordan Clarkson,UTA,42.5,3.1,34.7,1.9,89.6,0.9,1.6,0,7.8,14.9,1.46,11.9,2.5,11.7,8.2,28.6,100.87,11.5,3821.0,108.0,16.3,23.7,5.2,9.1,27.9,0.1,44.3,2.6,12.1,10.3,13.3,63.0,37.0,37.6,62.4,1.5,37.0,37.4,1.8,72.8,12.8,0.5,71.4,7.8,2.9,52.8,0.6,93.5,63.1,3.4,33.1,1.0,9.5,7.1,3.3,40.4,0.1,42.3,9.2,0.7,0.2,0.1,100.0,75.5,28.6,0.1,8.2,10.2,6.1,22.3,0.4,11.1,2.3,1.6,33.3,4.89,3.96,25.9,3.12,0.437,0.704,0.9,0.0,0.1,100.0,30.0,0.0,10.0,0.0,0.0,20.0
57,Eric Gordon,HOU,43.3,2.6,32.9,3.5,82.5,0.5,1.6,0,-3.3,14.7,1.39,13.3,0.9,6.2,9.6,24.6,102.85,9.7,1684.0,110.1,9.2,11.4,14.4,10.4,30.1,0.091,42.8,0.0,6.4,19.6,13.9,75.4,24.6,50.3,49.7,1.8,34.3,32.8,1.4,69.2,14.0,0.3,64.9,11.0,2.9,58.2,1.3,79.5,72.2,3.3,32.6,0.6,5.9,7.7,8.1,25.0,0.1,36.4,19.4,0.1,0.0,0.0,0.0,50.0,25.0,0.0,0.0,25.0,0.0,30.4,0.4,8.6,0.9,0.8,34.4,4.02,3.35,27.4,3.03,0.366,0.4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
58,Jrue Holiday,MIL,50.3,1.9,39.2,1.8,78.7,1.6,1.7,0,9.2,25.3,2.81,26.2,3.7,9.3,9.3,21.7,103.99,12.4,4131.0,108.8,12.6,29.9,21.0,10.1,26.9,0.113,65.6,8.6,11.9,10.3,14.1,54.1,45.9,38.6,61.4,0.8,37.4,37.9,1.7,65.0,19.5,0.3,68.9,9.6,2.3,52.9,1.0,78.9,56.7,4.1,40.9,1.2,11.7,6.6,6.4,61.6,0.2,41.5,7.7,3.1,1.1,0.1,87.5,77.8,33.5,0.3,10.8,4.9,1.6,43.9,0.6,13.8,2.3,1.1,40.2,4.75,3.85,25.8,3.85,0.282,0.585,0.358,0.1,0.1,83.3,34.0,0.1,7.5,0.1,7.5,5.7
59,John Collins,ATL,55.6,1.3,39.9,2.7,83.3,0.5,3.1,0,4.3,6.5,0.93,7.7,6.4,18.3,8.2,21.4,99.99,12.5,3858.0,111.7,25.8,13.0,31.3,9.6,30.7,0.077,73.0,9.9,6.9,15.3,9.8,98.8,1.2,77.4,22.6,1.7,41.0,40.3,5.2,62.6,26.1,1.2,65.5,4.2,0.7,46.7,0.3,87.5,74.5,0.5,20.0,0.1,2.8,8.3,8.3,72.0,0.1,39.9,5.0,6.1,2.9,0.9,84.4,112.6,16.2,0.3,4.5,4.2,7.6,36.3,0.3,3.4,0.6,0.0,20.0,4.54,3.93,28.9,0.47,0.339,0.729,0.717,1.0,0.3,75.0,22.7,0.1,3.5,0.2,7.1,6.6
60,RJ Barrett,NYK,44.1,1.7,40.1,2.9,74.6,0.7,2.6,0,2.7,13.4,1.56,14.1,2.7,13.0,9.0,22.8,97.54,9.5,5101.0,107.2,18.7,14.6,7.5,11.0,32.5,0.138,70.8,7.0,12.8,16.3,14.5,97.6,2.4,51.8,48.2,1.7,40.0,41.0,2.5,65.2,16.5,0.4,66.5,6.1,2.4,42.2,1.3,75.8,53.1,4.1,34.5,0.9,7.5,7.2,7.1,51.5,0.1,35.2,9.7,1.8,0.6,0.3,73.1,89.2,24.6,0.1,6.2,5.4,10.0,27.4,0.4,11.0,0.9,0.1,30.0,4.6,4.07,34.6,2.71,0.37,0.676,0.568,0.1,0.0,50.0,40.5,0.0,5.4,0.0,0.0,2.7
61,Darius Garland,CLE,45.1,1.9,39.5,2.1,84.8,1.2,2.0,0,-6.6,29.8,2.01,24.4,1.3,6.2,12.1,24.5,98.78,10.1,3687.0,112.3,8.9,22.4,4.1,11.9,35.0,0.081,66.8,8.5,11.2,11.9,15.2,70.5,29.5,42.3,57.7,1.1,43.2,43.2,2.2,69.2,15.1,0.2,63.1,10.7,3.2,46.3,1.0,89.7,47.3,6.6,41.8,1.8,11.5,6.8,3.4,26.1,0.0,39.0,12.4,0.7,0.2,0.0,100.0,69.4,41.7,0.1,13.9,5.6,2.8,55.6,0.7,11.0,2.1,0.9,35.7,4.77,3.99,33.4,4.36,0.226,0.485,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0
62,Kyle Lowry,TOR,43.6,2.8,39.6,3.0,87.5,1.0,3.1,2,-0.3,31.1,2.68,30.0,2.1,13.3,11.2,20.9,101.38,11.5,3385.0,113.0,20.0,16.7,8.7,12.2,30.7,0.079,44.5,8.1,16.6,17.7,14.8,68.7,31.3,51.9,48.1,1.4,41.9,41.6,3.1,73.4,19.3,0.9,63.3,7.1,1.4,46.8,1.0,84.9,36.6,6.1,57.1,1.7,15.6,5.7,5.5,48.6,0.2,35.7,9.2,0.9,0.2,0.1,75.0,46.3,48.8,0.1,9.8,12.2,4.9,62.6,0.9,11.7,2.3,1.4,37.7,4.36,3.46,36.4,3.08,0.209,0.3,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
63,Dillon Brooks,MEM,41.9,1.9,34.4,2.4,81.5,1.2,3.5,0,4.5,11.2,1.32,11.3,2.6,6.9,8.6,25.6,102.16,6.6,4233.0,109.4,9.7,21.0,11.9,10.5,29.8,0.099,63.9,15.6,18.2,13.8,16.3,86.7,13.3,61.8,38.2,1.6,39.1,38.6,1.9,72.8,16.8,0.4,64.7,8.8,2.1,41.6,0.9,82.6,65.0,1.7,21.9,0.3,4.0,6.2,6.5,50.9,0.1,48.2,11.2,0.9,0.4,0.1,83.3,88.9,27.0,0.1,6.3,4.8,4.8,22.4,0.3,10.5,2.5,0.4,25.0,4.29,4.1,28.6,1.98,0.413,0.465,0.25,0.0,0.0,0.0,75.0,0.0,12.5,0.0,0.0,0.0
64,Evan Fournier,BOS,45.7,2.8,41.3,2.6,78.8,1.1,2.3,0,-1.4,17.0,1.97,17.8,0.7,9.4,9.0,22.2,101.83,9.8,2672.0,113.0,13.0,23.3,16.4,9.9,28.8,0.069,47.7,9.2,11.5,15.0,13.4,78.6,21.4,62.8,37.2,1.5,41.3,41.7,3.0,68.0,23.7,0.5,68.2,8.9,1.5,51.6,0.8,69.6,57.9,2.7,38.4,0.8,11.0,6.8,7.9,40.0,0.1,23.8,10.4,0.7,0.4,0.1,83.3,125.8,9.7,0.0,0.0,3.2,9.7,26.8,0.3,12.8,2.4,1.2,40.3,4.67,3.91,32.5,2.04,0.387,0.722,0.333,0.0,0.0,100.0,66.7,0.0,16.7,0.0,0.0,16.7
65,Jonas Valanciunas,MEM,59.2,0.3,36.8,2.5,77.3,0.6,2.9,0,3.8,9.7,1.12,10.7,13.4,28.9,9.6,21.7,101.97,16.3,3725.0,108.9,39.2,12.0,35.0,10.2,28.5,0.098,92.3,4.5,2.3,14.8,11.6,85.7,14.3,59.3,40.7,0.7,41.0,30.0,5.6,58.0,32.3,1.1,73.5,3.7,0.3,48.6,0.1,60.0,74.1,0.1,13.8,0.0,0.0,6.9,8.6,73.9,0.2,49.9,4.2,10.8,4.7,1.4,75.7,102.2,15.1,0.1,1.3,4.3,8.5,38.5,0.2,4.7,0.2,0.0,100.0,4.23,3.79,30.3,0.51,0.316,0.607,0.715,1.4,0.7,84.3,25.6,0.2,3.8,0.5,10.4,7.9
66,Bojan Bogdanovic,UTA,43.9,2.5,39.0,3.2,87.9,0.6,1.6,0,9.5,9.1,1.06,10.4,1.8,9.9,9.8,22.5,99.94,9.4,4604.0,107.3,13.9,15.6,1.6,11.5,33.3,0.121,50.2,3.4,13.5,19.0,13.6,96.1,3.9,65.5,34.5,2.0,39.5,39.0,1.8,67.9,11.6,0.6,67.5,7.3,1.6,46.3,1.3,93.1,61.3,2.6,34.9,0.5,6.5,7.9,9.4,30.0,0.1,31.7,11.2,1.0,0.4,0.2,91.7,107.1,8.6,0.0,1.4,7.1,7.1,24.1,0.3,7.8,1.1,0.5,38.2,4.52,3.82,29.9,1.55,0.41,0.679,0.64,0.3,0.3,90.0,29.0,0.1,8.0,0.1,10.0,10.0
67,Tim Hardaway Jr.,DAL,44.7,3.0,39.1,2.0,81.6,0.4,1.6,0,2.1,9.8,1.97,10.7,1.0,10.1,5.5,23.0,98.62,10.2,4073.0,112.3,14.9,13.1,6.5,8.7,26.3,0.07,41.9,9.1,17.5,12.2,12.7,84.1,15.9,69.5,30.5,2.2,40.7,40.9,1.9,71.6,18.7,0.5,65.9,7.5,1.2,55.2,0.5,77.3,77.1,1.2,30.3,0.2,6.3,3.3,8.1,55.0,0.1,29.9,9.5,0.6,0.3,0.1,70.0,110.3,15.4,0.0,2.6,0.0,12.8,24.2,0.3,7.4,1.6,0.8,34.4,4.39,3.75,26.1,1.62,0.417,1.043,0.714,0.0,0.0,75.0,28.6,0.0,0.0,0.0,0.0,28.6
68,Kevin Porter Jr.,HOU,42.5,1.9,31.1,2.7,73.4,0.7,2.3,0,-12.6,29.3,1.8,24.7,2.2,9.8,13.7,24.7,102.69,8.6,1788.0,119.9,14.2,14.2,11.1,13.0,33.8,0.007,56.1,8.4,10.4,16.0,16.5,40.0,60.0,25.0,75.0,0.8,34.5,33.3,3.4,71.6,22.8,0.4,64.8,8.2,2.3,47.2,1.2,72.7,50.5,4.6,39.1,1.2,9.8,7.5,7.2,50.0,0.0,42.6,11.6,0.9,0.4,0.1,100.0,91.7,29.2,0.0,4.2,0.0,4.2,52.8,0.9,12.0,2.0,1.1,29.6,4.45,3.84,31.7,4.18,0.223,0.714,0.0,0.0,0.0,0.0,100.0,0.0,33.3,0.0,0.0,0.0
69,Buddy Hield,SAC,40.6,4.0,39.1,1.2,84.6,0.9,2.5,0,-1.8,14.1,1.98,18.2,1.2,12.6,9.2,20.1,101.26,8.4,5149.0,116.3,18.8,16.7,12.8,12.4,38.2,0.043,27.3,5.6,18.9,7.5,13.1,81.2,18.8,66.7,33.3,2.5,39.1,39.6,3.9,72.1,21.6,0.7,67.9,7.4,0.7,43.7,0.1,83.3,33.9,2.5,52.6,0.5,11.4,9.1,1.8,41.4,0.1,38.2,12.9,0.5,0.2,0.0,100.0,77.1,20.0,0.0,0.0,17.1,0.0,36.9,0.4,9.8,2.2,1.5,38.4,4.58,3.97,32.4,2.1,0.304,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
